"time","prcp","level","outflow","inflow","eventid"
"2012/4/16 11:00","0.08","152.5","179","701.2","2012041314"
"2012/4/16 14:00","0","152.56","116","464.1","2012041314"
"2012/4/16 17:00","0","152.6","184.5","416.6","2012041314"
"2012/4/16 20:00","0","152.63","184.5","358.6","2012041314"
"2012/4/16 23:00","0","152.66","184.5","358.6","2012041314"
"2012/4/17 2:00","0","152.68","184.6","300.6","2012041314"
"2012/4/17 5:00","0","152.7","184.6","300.7","2012041314"
"2012/4/17 8:00","0.14","152.72","184.2","300.3","2012041314"
"2012/4/17 11:00","0","152.72","257.4","257.4","2012041314"
"2012/4/17 14:00","0","152.73","246.1","304.1","2012041314"
"2012/4/17 17:00","0.26","152.72","345.1","287.2","2012041314"
"2012/4/17 20:00","0.25","152.72","181","181","2012041314"
"2012/4/17 23:00","0.06","152.7","297","181","2012041314"
"2012/4/18 2:00","0","152.69","292.7","234.7","2012041314"
"2012/4/18 5:00","0","152.69","182.4","182.4","2012041314"
"2012/4/18 5:00","0","152.7","182.3","240.3","2012041314"
"2012/5/14 20:00","2.04","149.9","187.6","187.6","2012051514"
"2012/5/14 23:00","1.14","149.93","8.2","175.4","2012051514"
"2012/5/15 2:00","24.7","150.04","0","559.7","2012051514"
"2012/5/15 5:00","15.11","150.21","0","1016.8","2012051514"
"2012/5/15 8:00","9.13","150.43","4.9","1247.5","2012051514"
"2012/5/15 11:00","3.66","150.59","301.2","1204.9","2012051514"
"2012/5/15 14:00","3.14","150.76","305.6","1265.9","2012051514"
"2012/5/15 17:00","3.19","150.87","547.4","1168.8","2012051514"
"2012/5/15 20:00","1.13","150.97","428.5","993.4","2012051514"
"2012/5/15 23:00","0.46","151.08","184.2","811.6","2012051514"
"2012/5/16 2:00","0.06","151.2","135","822.2","2012051514"
"2012/5/16 5:00","3.4","151.32","0","687.1","2012051514"
"2012/5/16 8:00","2.94","151.4","151.9","609.9","2012051514"
"2012/5/16 11:00","1.03","151.43","364.3","536","2012051514"
"2012/5/16 14:00","0.8","151.46","304.3","476.1","2012051514"
"2012/5/16 17:00","0.58","151.49","368.7","540.5","2012051514"
"2012/5/16 20:00","","151.5","368.8","426","2012051514"
"2012/5/16 23:00","","151.51","423.6","480.8","2012051514"
"2012/5/17 2:00","","151.5","479.2","422","2012051514"
"2012/5/17 5:00","","151.54","186.6","415.6","2012051514"
"2012/5/17 8:00","","151.56","186.6","301.2","2012051514"
"2012/5/17 11:00","","151.57","383.2","440.5","2012051514"
"2012/5/17 14:00","","151.58","359.7","416.9","2012051514"
"2012/5/17 17:00","","151.54","540.1","311","2012051514"
"2012/5/17 20:00","","151.51","352.3","180.5","2012051514"
"2012/5/17 23:00","","151.49","370.7","256.2","2012051514"
"2012/5/18 2:00","","151.47","370.6","256.1","2012051514"
"2012/5/18 5:00","","151.46","370.5","313.3","2012051514"
"2012/5/18 8:00","","151.43","370.4","198.5","2012051514"
"2012/6/16 17:00","0.21","153.09","181.1","63.5","2012062402"
"2012/6/16 20:00","0.52","153.07","181.1","63.6","2012062402"
"2012/6/16 23:00","3.61","153.06","181.1","122.2","2012062402"
"2012/6/17 2:00","9.66","153.06","181","122.2","2012062402"
"2012/6/17 5:00","7.35","153.07","181.1","298.7","2012062402"
"2012/6/17 8:00","4.22","153.05","228.1","110.4","2012062402"
"2012/6/17 11:00","0.45","153.02","365.3","188.9","2012062402"
"2012/6/17 14:00","0.07","152.98","365.2","131.5","2012062402"
"2012/6/17 17:00","9.52","152.95","365.2","191","2012062402"
"2012/6/17 20:00","28.39","153","211.6","443.8","2012062402"
"2012/6/17 23:00","5.26","153.12","182.8","946.4","2012062402"
"2012/6/18 2:00","0.61","153.26","329.7","1094.1","2012062402"
"2012/6/18 5:00","2.93","153.42","365.2","1364.9","2012062402"
"2012/6/18 8:00","1.3","153.52","365.4","953.4","2012062402"
"2012/6/18 11:00","0.07","153.59","365.6","777.2","2012062402"
"2012/6/18 14:00","0.42","153.65","302.7","655.4","2012062402"
"2012/6/18 17:00","0.73","153.66","525","583.8","2012062402"
"2012/6/18 20:00","0.54","153.71","141.6","435.7","2012062402"
"2012/6/18 23:00","0.21","153.77","85.8","438.6","2012062402"
"2012/6/19 2:00","2.04","153.81","181.8","417","2012062402"
"2012/6/19 5:00","1.35","153.85","181.9","417.1","2012062402"
"2012/6/19 8:00","2.16","153.88","181.9","358.3","2012062402"
"2012/6/19 11:00","9.91","153.86","509.7","392.1","2012062402"
"2012/6/19 14:00","16.27","153.85","542.4","483.7","2012062402"
"2012/6/19 17:00","0.95","153.88","542","659.5","2012062402"
"2012/6/19 20:00","0","154","475.8","1240.3","2012062402"
"2012/6/19 23:00","0","154.08","542.6","1078.7","2012062402"
"2012/6/20 2:00","0","154.16","472.5","830","2012062402"
"2012/6/20 5:00","0","154.26","225.6","880.9","2012062402"
"2012/6/20 8:00","0.6","154.33","272.1","689.2","2012062402"
"2012/6/20 11:00","4.62","154.33","540.8","600.3","2012062402"
"2012/6/20 14:00","1.29","154.33","496","436.5","2012062402"
"2012/6/20 17:00","0.53","154.31","540","420.8","2012062402"
"2012/6/20 20:00","0","154.29","513.5","394.3","2012062402"
"2012/6/20 23:00","0","154.28","536.4","476.9","2012062402"
"2012/6/21 2:00","0","154.25","536.4","357.6","2012062402"
"2012/6/21 5:00","0","154.22","536.2","357.5","2012062402"
"2012/6/21 8:00","0","154.19","537.2","358.5","2012062402"
"2012/6/21 11:00","0.08","154.15","539.6","301.3","2012062402"
"2012/6/21 14:00","0","154.11","521.8","343.1","2012062402"
"2012/6/21 17:00","0","154.07","541.5","243.7","2012062402"
"2012/6/21 20:00","0","154.02","544.2","246.3","2012062402"
"2012/6/21 23:00","0","154","391.7","272.6","2012062402"
"2012/6/22 2:00","0","153.98","363.6","246","2012062402"
"2012/6/22 5:00","0","153.95","363.6","187.2","2012062402"
"2012/6/22 8:00","0.21","153.93","364.5","246.8","2012062402"
"2012/6/22 11:00","1.15","153.87","541.7","188.9","2012062402"
"2012/6/22 14:00","7.07","153.83","504.7","269.5","2012062402"
"2012/6/22 17:00","10.83","153.8","543.6","367.2","2012062402"
"2012/6/22 20:00","4.83","153.78","543.6","426","2012062402"
"2012/6/22 23:00","8.89","153.77","543.7","484.9","2012062402"
"2012/6/23 2:00","4.66","153.79","543.8","602.5","2012062402"
"2012/6/23 5:00","5.9","153.84","502.4","855.2","2012062402"
"2012/6/23 8:00","4.68","153.91","425.5","837.2","2012062402"
"2012/6/23 11:00","1.48","154.02","308.2","897","2012062402"
"2012/6/23 14:00","1.92","154.09","368","785","2012062402"
"2012/6/23 17:00","0.31","154.18","396.6","873.2","2012062402"
"2012/6/23 20:00","8.64","154.29","405.2","1120.2","2012062402"
"2012/6/23 23:00","8.2","154.38","452.4","1048.2","2012062402"
"2012/6/24 2:00","7.22","154.58","222.6","1414","2012062402"
"2012/6/24 5:00","2.31","154.78","81.9","1213.9","2012062402"
"2012/6/24 8:00","3.3","154.93","412.7","1365.9","2012062402"
"2012/6/24 11:00","0.85","155.05","539.4","1258.2","2012062402"
"2012/6/24 14:00","9.18","155.17","414.2","1078.1","2012062402"
"2012/6/24 17:00","0.86","155.28","538.4","1262.6","2012062402"
"2012/6/24 20:00","0.44","155.37","538.6","1081.7","2012062402"
"2012/6/24 23:00","0.11","155.45","535.1","1017.9","2012062402"
"2012/6/25 2:00","0.14","155.51","501.6","803.4","2012062402"
"2012/6/25 5:00","0","155.57","318.9","801.7","2012062402"
"2012/6/25 8:00","0.4","155.61","414.7","656","2012062402"
"2012/6/25 11:00","��","155.62","529.5","589.9","2012062402"
"2012/6/25 14:00","��","155.66","305.7","486.8","2012062402"
"2012/6/25 17:00","��","155.65","451.3","451.3","2012062402"
"2012/6/25 20:00","��","155.66","442.8","442.8","2012062402"
"2012/6/25 23:00","��","155.63","531.7","350.6","2012062402"
"2012/6/26 2:00","��","155.6","531.6","350.5","2012062402"
"2012/6/26 5:00","��","155.58","531.6","410.9","2012062402"
"2012/6/26 8:00","��","155.55","531.5","350.4","2012062402"
"2012/6/26 11:00","��","155.51","533.5","292","2012062402"
"2012/6/26 14:00","��","155.51","365.3","365.3","2012062402"
"2012/6/26 17:00","��","155.47","533.7","292.3","2012062402"
"2012/6/26 20:00","��","155.44","517.8","336.7","2012062402"
"2012/6/26 23:00","��","155.4","535.9","294.4","2012062402"
"2012/6/27 2:00","��","155.37","535.8","354.8","2012062402"
"2012/6/27 5:00","��","155.34","461","280","2012062402"
"2012/6/27 8:00","��","155.3","462.4","281.4","2012062402"
"2013/5/15 8:00","0.13","150.44","4","4","2013051623"
"2013/5/15 11:00","3.53","150.45","130.1","186.5","2013051623"
"2013/5/15 14:00","0.96","150.48","14.3","127.2","2013051623"
"2013/5/15 17:00","11.2","150.49","163","275.9","2013051623"
"2013/5/15 20:00","3.81","150.47","188.4","75.4","2013051623"
"2013/5/15 23:00","0.89","150.47","188.4","188.4","2013051623"
"2013/5/16 2:00","0.27","150.48","188.5","244.9","2013051623"
"2013/5/16 5:00","1.53","150.48","188.4","188.4","2013051623"
"2013/5/16 8:00","0.79","150.47","247.9","247.9","2013051623"
"2013/5/16 11:00","2.44","150.44","366.6","140.8","2013051623"
"2013/5/16 14:00","16.03","150.46","139.7","252.7","2013051623"
"2013/5/16 17:00","13.62","150.51","185.4","467.8","2013051623"
"2013/5/16 20:00","4.61","150.64","185.6","863.4","2013051623"
"2013/5/16 23:00","1.3","150.79","185.8","1033","2013051623"
"2013/5/17 2:00","1.11","150.92","98.9","889.7","2013051623"
"2013/5/17 5:00","0.54","151.03","4","627.6","2013051623"
"2013/5/17 8:00","0","151.12","26.5","541.8","2013051623"
"2013/5/17 11:00","0.06","151.18","240.9","527.2","2013051623"
"2013/5/17 14:00","0.17","151.24","185.3","586.1","2013051623"
"2013/5/17 17:00","0.07","151.28","182.8","411.8","2013051623"
"2013/5/17 20:00","","151.3","182.8","297.4","2013051623"
"2013/5/17 23:00","","151.32","256.2","370.7","2013051623"
"2013/5/18 2:00","","151.32","368.1","368.1","2013051623"
"2013/5/18 5:00","","151.35","71.9","243.6","2013051623"
"2013/5/18 8:00","","151.39","60","231.7","2013051623"
"2013/5/18 11:00","","151.4","181.5","295.9","2013051623"
"2013/5/18 14:00","","151.42","181.5","296.1","2013051623"
"2013/5/18 17:00","","151.43","181.6","238.8","2013051623"
"2013/5/18 20:00","","151.45","181.6","296.1","2013051623"
"2013/5/18 23:00","","151.48","163.7","278.3","2013051623"
"2013/5/19 2:00","","151.5","147.9","376.9","2013051623"
"2013/5/19 5:00","","151.55","4","233.1","2013051623"
"2013/5/19 8:00","","151.59","4","233","2013051623"
"2013/6/1 11:00","7.16","152.35","535.4","245.3","2013060217"
"2013/6/1 14:00","0","152.4","155.5","445.5","2013060217"
"2013/6/1 17:00","0.74","152.41","182.3","240.4","2013060217"
"2013/6/1 20:00","0.99","152.42","182.3","240.3","2013060217"
"2013/6/1 23:00","6.29","152.41","436.1","378.1","2013060217"
"2013/6/2 2:00","0.57","152.39","540.3","424.2","2013060217"
"2013/6/2 5:00","0","152.46","24.9","431.1","2013060217"
"2013/6/2 8:00","0","152.48","124.9","240.9","2013060217"
"2013/6/2 11:00","12.08","152.48","543.6","543.6","2013060217"
"2013/6/2 14:00","14.17","152.68","256.5","1417.1","2013060217"
"2013/6/2 17:00","3.76","152.87","363.4","1466","2013060217"
"2013/6/2 20:00","4.76","152.99","363.7","1060.1","2013060217"
"2013/6/2 23:00","2.02","153.06","363.9","774.7","2013060217"
"2013/6/3 2:00","0.48","153.12","346.4","699.2","2013060217"
"2013/6/3 5:00","1.22","153.2","256.7","727","2013060217"
"2013/6/3 8:00","0.76","153.25","238.8","532.8","2013060217"
"2013/6/3 11:00","","153.27","357.3","475","2013060217"
"2013/6/3 14:00","","153.32","115.8","409.8","2013060217"
"2013/6/3 17:00","","153.34","314.5","432","2013060217"
"2013/6/3 20:00","","153.36","131.5","249.1","2013060217"
"2013/6/3 23:00","","153.37","364.3","423.1","2013060217"
"2013/6/4 2:00","","153.36","362.7","303.9","2013060217"
"2013/6/4 5:00","","153.38","183.2","300.8","2013060217"
"2013/6/4 8:00","","153.37","281.8","223","2013060217"
"2013/6/4 11:00","","","","","2013060217"
"2013/6/4 14:00","","","","","2013060217"
"2013/6/4 17:00","","","","","2013060217"
"2013/6/4 20:00","","","","","2013060217"
"2013/6/4 23:00","","","","","2013060217"
"2013/6/10 17:00","0.26","152.33","541.1","193","2013061314"
"2013/6/10 20:00","1.27","152.29","318.6","86.4","2013061314"
"2013/6/10 23:00","4.3","152.25","367.5","135.3","2013061314"
"2013/6/11 2:00","1.95","152.22","365.4","191.3","2013061314"
"2013/6/11 5:00","2.41","152.25","3.8","177.9","2013061314"
"2013/6/11 8:00","1.68","152.25","116.5","116.5","2013061314"
"2013/6/11 11:00","1.25","152.22","361.3","187.2","2013061314"
"2013/6/11 14:00","1.23","152.2","339.6","223.5","2013061314"
"2013/6/11 17:00","0.47","152.14","545.5","197.4","2013061314"
"2013/6/11 20:00","4.92","152.1","378","145.9","2013061314"
"2013/6/11 23:00","1.52","152.08","367.4","251.4","2013061314"
"2013/6/12 2:00","1.21","152.07","142.1","84","2013061314"
"2013/6/12 5:00","2.19","152.11","4","236.1","2013061314"
"2013/6/12 8:00","5.03","152.12","98.8","156.8","2013061314"
"2013/6/12 11:00","6.38","152.15","140.3","314.3","2013061314"
"2013/6/12 14:00","10.17","152.22","2.1","408.4","2013061314"
"2013/6/12 17:00","1.05","152.27","48","338.1","2013061314"
"2013/6/12 20:00","2.04","152.34","103.2","509.4","2013061314"
"2013/6/12 23:00","1.33","152.4","211.3","559.5","2013061314"
"2013/6/13 2:00","2.96","152.51","43.7","682.1","2013061314"
"2013/6/13 5:00","7.43","152.6","4","526.3","2013061314"
"2013/6/13 8:00","3.36","152.68","122.2","586.4","2013061314"
"2013/6/13 11:00","2.78","152.76","354","818.3","2013061314"
"2013/6/13 14:00","2.46","152.9","33.1","845.5","2013061314"
"2013/6/13 17:00","0.87","153","181","761.4","2013061314"
"2013/6/13 20:00","2","153.11","120.8","767.6","2013061314"
"2013/6/13 23:00","0.35","153.23","0","705.5","2013061314"
"2013/6/14 2:00","0.31","153.34","0","646.9","2013061314"
"2013/6/14 5:00","0.53","153.43","0","529.2","2013061314"
"2013/6/14 8:00","1.48","153.5","38.9","450.5","2013061314"
"2013/6/14 11:00","0.48","153.53","326","502.4","2013061314"
"2013/6/14 14:00","0.67","153.57","284.3","519.6","2013061314"
"2013/6/14 17:00","0.47","153.58","359.6","418.4","2013061314"
"2013/6/14 20:00","0.12","153.58","359.7","359.7","2013061314"
"2013/6/14 23:00","0.07","153.58","359.7","359.7","2013061314"
"2013/6/15 2:00","0","153.6","195.2","312.9","2013061314"
"2013/6/15 5:00","0","153.66","0","352.8","2013061314"
"2013/6/15 8:00","0.06","153.7","41.9","277","2013061314"
"2013/6/15 11:00","0.2","153.71","284.4","343.2","2013061314"
"2013/6/15 14:00","0.33","153.75","7.8","242.9","2013061314"
"2013/6/15 17:00","0.22","153.77","181.1","298.7","2013061314"
"2013/6/15 20:00","0.14","153.77","181.1","181.1","2013061314"
"2013/6/15 23:00","0","153.79","213.1","330.6","2013061314"
"2013/6/16 2:00","0","153.8","255.6","314.5","2013061314"
"2013/6/16 5:00","0.07","153.83","0","176.4","2013061314"
"2013/6/16 8:00","0.06","153.85","63.8","181.4","2013061314"
"2026/7/23 8:00","1","152.16","298.1","124.1","2013072414"
"2026/7/23 11:00","4.1","152.09","540.6","134.4","2013072414"
"2026/7/23 14:00","11.4","152.05","397.1","165","2013072414"
"2026/7/23 17:00","14.9","151.98","547.2","142.5","2013072414"
"2026/7/23 20:00","17.7","151.97","444.9","387.7","2013072414"
"2026/7/23 23:00","9.2","152.03","550.4","896.2","2013072414"
"2026/7/24 2:00","15.2","152.05","550.5","666.6","2013072414"
"2026/7/24 5:00","12","152.08","509.4","683.5","2013072414"
"2026/7/24 8:00","20.8","152.12","550.7","782.8","2013072414"
"2026/7/24 11:00","20.7","152.28","553.6","1482.1","2013072414"
"2026/7/24 14:00","7.5","152.58","496.5","2237.3","2013072414"
"2026/7/24 17:00","6.7","152.83","539.4","1990.2","2013072414"
"2026/7/24 20:00","6","153.15","102","1970.6","2013072414"
"2026/7/24 23:00","1.1","153.39","362.9","1774.2","2013072414"
"2026/7/25 2:00","2.9","153.59","363.4","1539.5","2013072414"
"2026/7/25 5:00","0.8","153.73","335.5","1158.7","2013072414"
"2026/7/25 8:00","0.7","153.84","256.2","903.1","2013072414"
"2026/7/25 11:00","0","153.89","421.5","715.5","2013072414"
"2026/7/25 14:00","0","153.93","431.8","667","2013072414"
"2026/7/25 17:00","0","153.93","543.1","543.1","2013072414"
"2026/7/25 20:00","0.8","153.99","88.1","441","2013072414"
"2026/7/25 23:00","15.5","154.05","243.4","600","2013072414"
"2026/7/26 2:00","1.1","154.09","334.6","572.9","2013072414"
"2026/7/26 5:00","0.1","154.2","1.9","657.2","2013072414"
"2026/7/26 8:00","0.1","154.29","107.5","643.7","2013072414"
"2026/7/26 11:00","0","154.3","531.7","591.4","2013072414"
"2026/7/26 14:00","0","154.31","386.4","446","2013072414"
"2026/7/26 17:00","0","154.3","536.3","476.8","2013072414"
"2026/7/26 20:00","0","154.3","309.4","309.4","2013072414"
"2026/7/26 23:00","0","154.29","356.6","297","2013072414"
"2026/7/27 2:00","0","154.28","289.1","229.5","2013072414"
"2026/7/27 5:00","0","154.34","0.9","358.3","2013072414"
"2026/7/27 8:00","0","154.37","57.6","236.3","2013072414"
"2013/8/21 11:00","0.14","148.33","4","4","2013082211"
"2013/8/21 14:00","0.46","148.33","37.7","37.7","2013082211"
"2013/8/21 17:00","2.19","148.33","27","27","2013082211"
"2013/8/21 20:00","9.73","148.35","4","114.1","2013082211"
"2013/8/21 23:00","25.55","148.38","4","169.1","2013082211"
"2013/8/22 2:00","11.57","148.44","3.8","333.9","2013082211"
"2013/8/22 5:00","40.89","148.58","0","770.3","2013082211"
"2013/8/22 8:00","22","148.85","0","1485.6","2013082211"
"2013/8/22 11:00","13.17","149.18","0","1828.7","2013082211"
"2013/8/22 14:00","7.51","149.47","0","1616.6","2013082211"
"2013/8/22 17:00","8.17","149.69","0","1226.4","2013082211"
"2013/8/22 20:00","4.38","149.87","0.1","1003.5","2013082211"
"2013/8/22 23:00","4.27","150.06","4","1067.5","2013082211"
"2013/8/23 2:00","2.33","150.23","4","964.3","2013082211"
"2013/8/23 5:00","1.07","150.36","4","738.3","2013082211"
"2013/8/23 8:00","3.93","150.49","4","738.3","2013082211"
"2013/8/23 11:00","2.7","150.6","4","625.3","2013082211"
"2013/8/23 14:00","0.06","150.69","4","512.4","2013082211"
"2013/8/23 17:00","","150.77","4","455.9","2013082211"
"2013/8/23 20:00","","150.85","4","455.9","2013082211"
"2013/8/23 23:00","","150.92","4","399.4","2013082211"
"2013/8/24 2:00","","150.97","4","286.4","2013082211"
"2013/8/24 5:00","","151.03","4","345.2","2013082211"
"2013/8/24 8:00","","151.08","4","290.3","2013082211"
"2013/8/24 11:00","","151.13","4","290.3","2013082211"
"2013/8/24 14:00","","151.17","48.2","277.2","2013082211"
"2013/8/24 17:00","","151.2","49.6","221.4","2013082211"
"2013/8/24 20:00","","151.25","4","290.3","2013082211"
"2013/8/24 23:00","","151.27","82.3","196.8","2013082211"
"2013/8/25 2:00","","151.32","4","290.3","2013082211"
"2013/8/25 5:00","","151.34","4","118.4","2013082211"
"2013/8/25 8:00","","151.37","4","175.7","2013082211"
"2013/8/30 8:00","0.6","152.22","","116","2013083020"
"2013/8/30 11:00","23.13","152.3","162.5","626.8","2013083020"
"2013/8/30 14:00","21.66","152.51","78.6","1297.1","2013083020"
"2013/8/30 17:00","22.53","152.83","184.8","2041.8","2013083020"
"2013/8/30 20:00","2.89","153.26","34.2","2549.6","2013083020"
"2013/8/30 23:00","0.47","153.48","183.5","1477.2","2013083020"
"2013/8/31 2:00","","153.65","26.4","1026.1","2013083020"
"2013/8/31 5:00","","153.78","0","764.5","2013083020"
"2013/8/31 8:00","","153.87","37.9","567.2","2013083020"
"2013/8/31 11:00","","153.91","177.2","412.4","2013083020"
"2013/8/31 14:00","","153.99","0","470.5","2013083020"
"2013/8/31 17:00","","154.06","0","416.2","2013083020"
"2013/8/31 20:00","","154.11","2.8","300.7","2013083020"
"2013/8/31 23:00","","154.16","4","301.9","2013083020"
"2013/9/1 2:00","","154.2","4","242.2","2013083020"
"2013/9/1 5:00","","154.24","4","242.4","2013083020"
"2013/9/1 8:00","","154.28","4","242.3","2013083020"
"2013/9/1 11:00","","154.31","4","182.7","2013083020"
"2013/9/1 14:00","","154.34","4","182.7","2013083020"
"2013/9/1 17:00","","154.37","4","182.7","2013083020"
"2013/9/1 20:00","","154.4","4","182.7","2013083020"
"2013/9/1 23:00","","154.43","4","182.7","2013083020"
"2013/9/2 2:00","","154.45","4","123.2","2013083020"
"2013/9/2 5:00","","154.48","4","182.7","2013083020"
"2013/9/2 8:00","","154.51","4","182.7","2013083020"
"2013/10/6 11:00","0.27","151.35","545.7","87.7","2013100711"
"2013/10/6 14:00","0.36","151.29","393","49.4","2013100711"
"2013/10/6 17:00","2.69","151.21","540","82","2013100711"
"2013/10/6 20:00","7.07","151.16","464.5","178.2","2013100711"
"2013/10/6 23:00","9.34","151.11","552.5","266.1","2013100711"
"2013/10/7 2:00","32.41","151.13","529.1","643.7","2013100711"
"2013/10/7 5:00","45.71","151.55","0","2404.8","2013100711"
"2013/10/7 8:00","36.28","152.25","0","4027.4","2013100711"
"2013/10/7 11:00","12.17","152.92","492.4","4380.4","2013100711"
"2013/10/7 14:00","1.89","153.39","549.4","3307.1","2013100711"
"2013/10/7 17:00","4.5","153.69","548.9","2313","2013100711"
"2013/10/7 20:00","3.13","153.87","525.6","1584","2013100711"
"2013/10/7 23:00","1.28","153.97","443.7","1031.8","2013100711"
"2013/10/8 2:00","0.31","154.04","388.1","802.8","2013100711"
"2013/10/8 5:00","0","154.15","54.8","710.2","2013100711"
"2013/10/8 8:00","0.05","154.24","59.5","595.8","2013100711"
"2013/10/8 11:00","0.07","154.28","177.9","416.2","2013100711"
"2013/10/8 14:00","0.06","154.35","0","417.1","2013100711"
"2013/10/8 17:00","0.05","154.4","0","297.8","2013100711"
"2013/10/8 20:00","0.22","154.45","0","297.9","2013100711"
"2013/10/8 23:00","0.33","154.5","71.7","369.6","2013100711"
"2013/10/9 2:00","0.4","154.53","92","270.7","2013100711"
"2013/10/9 5:00","0.07","154.57","0","238.4","2013100711"
"2013/10/9 8:00","0.07","154.61","0","297.8","2013100711"
"2013/10/9 11:00","","154.65","0","178.7","2013100711"
"2013/10/9 14:00","","154.69","0","238.4","2013100711"
"2013/10/9 17:00","","154.7","97.3","156.9","2013100711"
"2013/10/9 20:00","","154.71","180.5","240.1","2013100711"
"2013/10/9 23:00","","154.7","237.9","178.2","2013100711"
"2013/10/10 2:00","","154.68","297.5","178.3","2013100711"
"2013/10/10 5:00","","154.72","0","238.4","2013100711"
"2013/10/10 8:00","","154.74","6.9","126","2013100711"
"2013/12/15 5:00","0.8","151.4","4","175.8","2013121702"
"2013/12/15 8:00","1.9","151.4","7.6","7.7","2013121702"
"2013/12/15 11:00","0.8","151.39","67.6","10.5","2013121702"
"2013/12/15 14:00","2.3","151.39","4","4","2013121702"
"2013/12/15 17:00","3.7","151.42","4","175.8","2013121702"
"2013/12/15 20:00","7.2","151.43","4","61.2","2013121702"
"2013/12/15 23:00","6.6","151.43","41.8","41.8","2013121702"
"2013/12/16 2:00","3.5","151.44","4","61.3","2013121702"
"2013/12/16 5:00","3.2","151.47","4","175.8","2013121702"
"2013/12/16 8:00","11.7","151.5","4","175.8","2013121702"
"2013/12/16 11:00","10.4","151.54","4","233","2013121702"
"2013/12/16 14:00","11.3","151.61","4","404.8","2013121702"
"2013/12/16 17:00","6","151.7","47.5","562.9","2013121702"
"2013/12/16 20:00","11.8","151.83","0","744.4","2013121702"
"2013/12/16 23:00","7.3","151.96","25.9","770.4","2013121702"
"2013/12/17 2:00","3.4","152.14","0","1041.4","2013121702"
"2013/12/17 5:00","2.1","152.3","0","928.5","2013121702"
"2013/12/17 8:00","2.3","152.43","8.1","762.5","2013121702"
"2013/12/17 11:00","4.4","152.5","260.3","666.6","2013121702"
"2013/12/17 14:00","8.7","152.6","176.6","756.9","2013121702"
"2013/12/17 17:00","5.3","152.71","49.8","688.3","2013121702"
"2013/12/17 20:00","4.1","152.82","185.6","824","2013121702"
"2013/12/17 23:00","0.5","152.95","205.8","960.3","2013121702"
"2013/12/18 2:00","","153.09","17.7","837.1","2013121702"
"2013/12/18 5:00","0.1","153.21","0","705.7","2013121702"
"2013/12/18 8:00","","153.29","72","542.3","2013121702"
"2013/12/18 11:00","","153.32","363","539.5","2013121702"
"2013/12/18 14:00","","153.39","33.5","445.1","2013121702"
"2013/12/18 17:00","","153.45","0","235.2","2013121702"
"2013/12/18 20:00","","153.5","0","294","2013121702"
"2013/12/18 23:00","","153.56","0","352.8","2013121702"
"2013/12/19 2:00","","153.6","0","235.3","2013121702"
"2013/12/19 5:00","","153.64","0","235.1","2013121702"
"2013/12/19 8:00","","153.68","0","235.1","2013121702"
"2013/12/19 11:00","","153.68","247.1","247.1","2013121702"
"2013/12/19 14:00","","153.7","0","117.6","2013121702"
"2013/12/19 17:00","","153.73","0","176.4","2013121702"
"2013/12/19 20:00","","153.75","0","117.6","2013121702"
"2026/5/21 23:00","0.95","","","190","2014052305"
"2026/5/22 2:00","4.82","154.19","361.5","301.9","2014052305"
"2026/5/22 5:00","9.44","154.18","361.4","301.8","2014052305"
"2026/5/22 8:00","9.69","154.16","439.5","320.5","2014052305"
"2026/5/22 11:00","3.24","154.14","449.3","330.1","2014052305"
"2026/5/22 14:00","8.37","154.17","178.2","356.9","2014052305"
"2026/5/22 17:00","6.15","154.17","538.3","538.3","2014052305"
"2026/5/22 20:00","3.48","154.21","424.1","662.5","2014052305"
"2026/5/22 23:00","4.44","154.27","422.6","780.1","2014052305"
"2026/5/23 2:00","0.92","154.34","449.4","866.4","2014052305"
"2026/5/23 5:00","0.43","154.43","366","902.2","2014052305"
"2026/5/23 8:00","0.62","154.51","365.9","842.5","2014052305"
"2026/5/23 11:00","1.66","154.57","354","711.6","2014052305"
"2026/5/23 14:00","1.14","154.65","146.7","623.3","2014052305"
"2026/5/23 17:00","0.28","154.68","415","593.8","2014052305"
"2026/5/23 20:00","0.22","154.69","539.2","598.9","2014052305"
"2026/5/23 23:00","0.15","154.7","478.9","538.5","2014052305"
"2026/5/24 2:00","","154.72","361","480.2","2014052305"
"2026/5/24 5:00","","154.75","232.4","411.1","2014052305"
"2026/5/24 8:00","","154.8","210.8","508.7","2014052305"
"2026/5/24 11:00","","154.79","475.9","416.3","2014052305"
"2026/5/24 14:00","","154.79","319.9","319.9","2014052305"
"2026/5/24 17:00","","154.78","359.9","300.4","2014052305"
"2026/5/24 20:00","","154.75","391.8","213.1","2014052305"
"2026/5/24 23:00","","154.74","397.4","337.8","2014052305"
"2026/5/25 2:00","","154.77","74.6","253.4","2014052305"
"2026/5/25 5:00","","154.82","4","301.9","2014052305"
"2026/5/25 8:00","","154.83","171.5","290.5","2014052305"
"2014/6/22 5:00","0.88","","","","2014062317"
"2014/6/22 8:00","2.08","152.26","4","120.012","2014062317"
"2014/6/22 11:00","8.84","152.3","4","236.204667","2014062317"
"2014/6/22 14:00","5.38","152.34","56.2","288.227","2014062317"
"2014/6/22 17:00","2.46","152.35","223.4","281.476333","2014062317"
"2014/6/22 20:00","11.17","152.4","42.8","332.845333","2014062317"
"2014/6/22 23:00","4.51","152.44","126.8","358.98","2014062317"
